ENDERECO_L;SECAO;ZONA;COD_MUNIC_;NM_MUNIC_T;COD_MUNI_1;NM_BAIRRO;COD_LOCALV;NUM_CEP;NM_LOCALVO;SITUACAO;lon;lat;CD_GEOCODB;NM_BAIRR_1
AVENIDA CESARIO DE MELO, 7431;125;242;60011;RIO DE JANEIRO;3304557;INHOAIBA;89681;23056000;CIEP  ENGENHEIRO WAGNER GASPAR EMERY;Ativo;-43,6011189;-22,9142759;3,30456E+11;Inhoaiba
AVENIDA CESARIO DE MELO, 7431;127;242;60011;RIO DE JANEIRO;3304557;INHOAIBA;89681;23056000;CIEP  ENGENHEIRO WAGNER GASPAR EMERY;Ativo;-43,6011189;-22,9142759;3,30456E+11;Inhoaiba
AVENIDA CESARIO DE MELO, 7431;129;242;60011;RIO DE JANEIRO;3304557;INHOAIBA;89681;23056000;CIEP  ENGENHEIRO WAGNER GASPAR EMERY;Ativo;-43,6011189;-22,9142759;3,30456E+11;Inhoaiba
AVENIDA CESARIO DE MELO, 7431;118;242;60011;RIO DE JANEIRO;3304557;INHOAIBA;89681;23056000;CIEP  ENGENHEIRO WAGNER GASPAR EMERY;Ativo;-43,6011189;-22,9142759;3,30456E+11;Inhoaiba
AVENIDA CESARIO DE MELO, 7431;132;242;60011;RIO DE JANEIRO;3304557;INHOAIBA;89681;23056000;CIEP  ENGENHEIRO WAGNER GASPAR EMERY;Ativo;-43,6011189;-22,9142759;3,30456E+11;Inhoaiba
AVENIDA CESARIO DE MELO, 7431;120;242;60011;RIO DE JANEIRO;3304557;INHOAIBA;89681;23056000;CIEP  ENGENHEIRO WAGNER GASPAR EMERY;Ativo;-43,6011189;-22,9142759;3,30456E+11;Inhoaiba
RUA AUGUSTO COMTE S/N;55;245;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89722;23070020;CIEP - GINASIO PUBLICO MARIO QUINTANA;Ativo;-43,289305;-22,822569;3,30456E+11;Bras de Pina
RUA AUGUSTO COMTE S/N;50;245;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89722;23070020;CIEP - GINASIO PUBLICO MARIO QUINTANA;Ativo;-43,289305;-22,822569;3,30456E+11;Bras de Pina
RUA AUGUSTO COMTE S/N;53;245;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89722;23070020;CIEP - GINASIO PUBLICO MARIO QUINTANA;Ativo;-43,289305;-22,822569;3,30456E+11;Bras de Pina
RUA AUGUSTO COMTE S/N;51;245;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89722;23070020;CIEP - GINASIO PUBLICO MARIO QUINTANA;Ativo;-43,289305;-22,822569;3,30456E+11;Bras de Pina
RUA AUGUSTO COMTE S/N;54;245;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89722;23070020;CIEP - GINASIO PUBLICO MARIO QUINTANA;Ativo;-43,289305;-22,822569;3,30456E+11;Bras de Pina
RUA AUGUSTO COMTE S/N;57;245;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89722;23070020;CIEP - GINASIO PUBLICO MARIO QUINTANA;Ativo;-43,289305;-22,822569;3,30456E+11;Bras de Pina
RUA AUGUSTO COMTE S/N;49;245;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89722;23070020;CIEP - GINASIO PUBLICO MARIO QUINTANA;Ativo;-43,289305;-22,822569;3,30456E+11;Bras de Pina
RUA AUGUSTO COMTE S/N;52;245;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89722;23070020;CIEP - GINASIO PUBLICO MARIO QUINTANA;Ativo;-43,289305;-22,822569;3,30456E+11;Bras de Pina
RUA AUGUSTO COMTE S/N;56;245;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89722;23070020;CIEP - GINASIO PUBLICO MARIO QUINTANA;Ativo;-43,289305;-22,822569;3,30456E+11;Bras de Pina
RUA HUMAITA S/N;135;4;60011;RIO DE JANEIRO;3304557;HUMAITA;87861;22261001;CIEP - HUMAITA;Ativo;-43,1990936;-22,9573809;3,30456E+11;Humaita
RUA HUMAITA S/N;188;4;60011;RIO DE JANEIRO;3304557;HUMAITA;87861;22261001;CIEP - HUMAITA;Ativo;-43,1990936;-22,9573809;3,30456E+11;Humaita
RUA HUMAITA S/N;133;4;60011;RIO DE JANEIRO;3304557;HUMAITA;87861;22261001;CIEP - HUMAITA;Ativo;-43,1990936;-22,9573809;3,30456E+11;Humaita
RUA HUMAITA S/N;149;4;60011;RIO DE JANEIRO;3304557;HUMAITA;87861;22261001;CIEP - HUMAITA;Ativo;-43,1990936;-22,9573809;3,30456E+11;Humaita
RUA HUMAITA S/N;132;4;60011;RIO DE JANEIRO;3304557;HUMAITA;87861;22261001;CIEP - HUMAITA;Ativo;-43,1990936;-22,9573809;3,30456E+11;Humaita
RUA HUMAITA S/N;212;4;60011;RIO DE JANEIRO;3304557;HUMAITA;87861;22261001;CIEP - HUMAITA;Ativo;-43,1990936;-22,9573809;3,30456E+11;Humaita
RUA HUMAITA S/N;150;4;60011;RIO DE JANEIRO;3304557;HUMAITA;87861;22261001;CIEP - HUMAITA;Ativo;-43,1990936;-22,9573809;3,30456E+11;Humaita
RUA HUMAITA S/N;134;4;60011;RIO DE JANEIRO;3304557;HUMAITA;87861;22261001;CIEP - HUMAITA;Ativo;-43,1990936;-22,9573809;3,30456E+11;Humaita
RUA HUMAITA S/N;207;4;60011;RIO DE JANEIRO;3304557;HUMAITA;87861;22261001;CIEP - HUMAITA;Ativo;-43,1990936;-22,9573809;3,30456E+11;Humaita
RUA JOSE FERNANDES S/N;615;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;734;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;634;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;827;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;809;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;716;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;856;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;795;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;693;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;743;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;478;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;574;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;575;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;480;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;573;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;479;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;88290;23535020;CIEP - MINISTRO MARCOS FREIRE;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
R CARLOS SEIDL 814;202;2;60011;RIO DE JANEIRO;3304557;CAJU;87847;20931000;CIEP 01.01.501 HENFIL;Ativo;-43,2231129;-22,8758994;3,30456E+11;Caju
R CARLOS SEIDL 814;296;2;60011;RIO DE JANEIRO;3304557;CAJU;87847;20931000;CIEP 01.01.501 HENFIL;Ativo;-43,2231129;-22,8758994;3,30456E+11;Caju
R CARLOS SEIDL 814;206;2;60011;RIO DE JANEIRO;3304557;CAJU;87847;20931000;CIEP 01.01.501 HENFIL;Ativo;-43,2231129;-22,8758994;3,30456E+11;Caju
R CARLOS SEIDL 814;295;2;60011;RIO DE JANEIRO;3304557;CAJU;87847;20931000;CIEP 01.01.501 HENFIL;Ativo;-43,2231129;-22,8758994;3,30456E+11;Caju
R CARLOS SEIDL 814;298;2;60011;RIO DE JANEIRO;3304557;CAJU;87847;20931000;CIEP 01.01.501 HENFIL;Ativo;-43,2231129;-22,8758994;3,30456E+11;Caju
R CARLOS SEIDL 814;207;2;60011;RIO DE JANEIRO;3304557;CAJU;87847;20931000;CIEP 01.01.501 HENFIL;Ativo;-43,2231129;-22,8758994;3,30456E+11;Caju
R CARLOS SEIDL 814;292;2;60011;RIO DE JANEIRO;3304557;CAJU;87847;20931000;CIEP 01.01.501 HENFIL;Ativo;-43,2231129;-22,8758994;3,30456E+11;Caju
R CARLOS SEIDL 814;208;2;60011;RIO DE JANEIRO;3304557;CAJU;87847;20931000;CIEP 01.01.501 HENFIL;Ativo;-43,2231129;-22,8758994;3,30456E+11;Caju
R CARLOS SEIDL 814;204;2;60011;RIO DE JANEIRO;3304557;CAJU;87847;20931000;CIEP 01.01.501 HENFIL;Ativo;-43,2231129;-22,8758994;3,30456E+11;Caju
R CARLOS SEIDL 814;203;2;60011;RIO DE JANEIRO;3304557;CAJU;87847;20931000;CIEP 01.01.501 HENFIL;Ativo;-43,2231129;-22,8758994;3,30456E+11;Caju
R CARLOS SEIDL 814;299;2;60011;RIO DE JANEIRO;3304557;CAJU;87847;20931000;CIEP 01.01.501 HENFIL;Ativo;-43,2231129;-22,8758994;3,30456E+11;Caju
R CARLOS SEIDL 814;205;2;60011;RIO DE JANEIRO;3304557;CAJU;87847;20931000;CIEP 01.01.501 HENFIL;Ativo;-43,2231129;-22,8758994;3,30456E+11;Caju
R CARLOS SEIDL 814;118;2;60011;RIO DE JANEIRO;3304557;CAJU;87847;20931000;CIEP 01.01.501 HENFIL;Ativo;-43,2231129;-22,8758994;3,30456E+11;Caju
RUA JOSE FERNANDES S/N;891;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;31259911392;11111111;CIEP 10.19.207 DEPUTADO ULYSSES GUIMARAES;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;971;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;31259911392;11111111;CIEP 10.19.207 DEPUTADO ULYSSES GUIMARAES;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;965;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;31259911392;11111111;CIEP 10.19.207 DEPUTADO ULYSSES GUIMARAES;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;958;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;31259911392;11111111;CIEP 10.19.207 DEPUTADO ULYSSES GUIMARAES;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;954;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;31259911392;11111111;CIEP 10.19.207 DEPUTADO ULYSSES GUIMARAES;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;917;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;31259911392;11111111;CIEP 10.19.207 DEPUTADO ULYSSES GUIMARAES;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;909;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;31259911392;11111111;CIEP 10.19.207 DEPUTADO ULYSSES GUIMARAES;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;923;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;31259911392;11111111;CIEP 10.19.207 DEPUTADO ULYSSES GUIMARAES;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;901;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;31259911392;11111111;CIEP 10.19.207 DEPUTADO ULYSSES GUIMARAES;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;912;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;31259911392;11111111;CIEP 10.19.207 DEPUTADO ULYSSES GUIMARAES;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;934;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;31259911392;11111111;CIEP 10.19.207 DEPUTADO ULYSSES GUIMARAES;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;889;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;31259911392;11111111;CIEP 10.19.207 DEPUTADO ULYSSES GUIMARAES;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;926;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;31259911392;11111111;CIEP 10.19.207 DEPUTADO ULYSSES GUIMARAES;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA JOSE FERNANDES S/N;897;25;60011;RIO DE JANEIRO;3304557;SEPETIBA;31259911392;11111111;CIEP 10.19.207 DEPUTADO ULYSSES GUIMARAES;Ativo;-43,6960669;-22,9775926;3,30456E+11;Sepetiba
RUA FREI TIMOTEO, 118;157;246;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89749;23067430;CIEP 336 JORNALISTA OCTAVIO MALTA;Ativo;-43,61868;-22,883397;3,30456E+11;Campo Grande
RUA FREI TIMOTEO, 118;90;246;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89749;23067430;CIEP 336 JORNALISTA OCTAVIO MALTA;Ativo;-43,61868;-22,883397;3,30456E+11;Campo Grande
RUA FREI TIMOTEO, 118;116;246;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89749;23067430;CIEP 336 JORNALISTA OCTAVIO MALTA;Ativo;-43,61868;-22,883397;3,30456E+11;Campo Grande
RUA FREI TIMOTEO, 118;126;246;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89749;23067430;CIEP 336 JORNALISTA OCTAVIO MALTA;Ativo;-43,61868;-22,883397;3,30456E+11;Campo Grande
RUA FREI TIMOTEO, 118;136;246;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89749;23067430;CIEP 336 JORNALISTA OCTAVIO MALTA;Ativo;-43,61868;-22,883397;3,30456E+11;Campo Grande
RUA FREI TIMOTEO, 118;101;246;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89749;23067430;CIEP 336 JORNALISTA OCTAVIO MALTA;Ativo;-43,61868;-22,883397;3,30456E+11;Campo Grande
RUA FREI TIMOTEO, 118;144;246;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89749;23067430;CIEP 336 JORNALISTA OCTAVIO MALTA;Ativo;-43,61868;-22,883397;3,30456E+11;Campo Grande
RUA FREI TIMOTEO, 118;184;246;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89749;23067430;CIEP 336 JORNALISTA OCTAVIO MALTA;Ativo;-43,61868;-22,883397;3,30456E+11;Campo Grande
RUA FREI TIMOTEO, 118;82;246;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89749;23067430;CIEP 336 JORNALISTA OCTAVIO MALTA;Ativo;-43,61868;-22,883397;3,30456E+11;Campo Grande
RUA FREI TIMOTEO, 118;171;246;60011;RIO DE JANEIRO;3304557;CAMPO GRANDE;89749;23067430;CIEP 336 JORNALISTA OCTAVIO MALTA;Ativo;-43,61868;-22,883397;3,30456E+11;Campo Grande
ESTRADA PEDRO BORGES DE FREITAS S/N;199;22;60011;RIO DE JANEIRO;3304557;IRAJA;88243;21235390;CIEP 339 - MARIO TAMBORINDEGUY;Ativo;-43,3351046;-22,8330461;3,30456E+11;Iraja
ESTRADA PEDRO BORGES DE FREITAS S/N;202;22;60011;RIO DE JANEIRO;3304557;IRAJA;88243;21235390;CIEP 339 - MARIO TAMBORINDEGUY;Ativo;-43,3351046;-22,8330461;3,30456E+11;Iraja
ESTRADA PEDRO BORGES DE FREITAS S/N;198;22;60011;RIO DE JANEIRO;3304557;IRAJA;88243;21235390;CIEP 339 - MARIO TAMBORINDEGUY;Ativo;-43,3351046;-22,8330461;3,30456E+11;Iraja
ESTRADA PEDRO BORGES DE FREITAS S/N;206;22;60011;RIO DE JANEIRO;3304557;IRAJA;88243;21235390;CIEP 339 - MARIO TAMBORINDEGUY;Ativo;-43,3351046;-22,8330461;3,30456E+11;Iraja
ESTRADA PEDRO BORGES DE FREITAS S/N;480;22;60011;RIO DE JANEIRO;3304557;IRAJA;88243;21235390;CIEP 339 - MARIO TAMBORINDEGUY;Ativo;-43,3351046;-22,8330461;3,30456E+11;Iraja
ESTRADA PEDRO BORGES DE FREITAS S/N;201;22;60011;RIO DE JANEIRO;3304557;IRAJA;88243;21235390;CIEP 339 - MARIO TAMBORINDEGUY;Ativo;-43,3351046;-22,8330461;3,30456E+11;Iraja
ESTRADA PEDRO BORGES DE FREITAS S/N;207;22;60011;RIO DE JANEIRO;3304557;IRAJA;88243;21235390;CIEP 339 - MARIO TAMBORINDEGUY;Ativo;-43,3351046;-22,8330461;3,30456E+11;Iraja
ESTRADA PEDRO BORGES DE FREITAS S/N;204;22;60011;RIO DE JANEIRO;3304557;IRAJA;88243;21235390;CIEP 339 - MARIO TAMBORINDEGUY;Ativo;-43,3351046;-22,8330461;3,30456E+11;Iraja
ESTRADA PEDRO BORGES DE FREITAS S/N;205;22;60011;RIO DE JANEIRO;3304557;IRAJA;88243;21235390;CIEP 339 - MARIO TAMBORINDEGUY;Ativo;-43,3351046;-22,8330461;3,30456E+11;Iraja
ESTRADA PEDRO BORGES DE FREITAS S/N;203;22;60011;RIO DE JANEIRO;3304557;IRAJA;88243;21235390;CIEP 339 - MARIO TAMBORINDEGUY;Ativo;-43,3351046;-22,8330461;3,30456E+11;Iraja
ESTRADA PEDRO BORGES DE FREITAS S/N;582;22;60011;RIO DE JANEIRO;3304557;IRAJA;88243;21235390;CIEP 339 - MARIO TAMBORINDEGUY;Ativo;-43,3351046;-22,8330461;3,30456E+11;Iraja
ESTRADA PEDRO BORGES DE FREITAS S/N;200;22;60011;RIO DE JANEIRO;3304557;IRAJA;88243;21235390;CIEP 339 - MARIO TAMBORINDEGUY;Ativo;-43,3351046;-22,8330461;3,30456E+11;Iraja
RUA DO LIMAO 114;110;230;60011;RIO DE JANEIRO;3304557;JARDIM BANGU;Ec3d09073015084412;21865360;CIEP 386 - GUILHERME DA SILVEIRA FILHO;Ativo;-43,463664;-22,847223;3,30456E+11;Bangu
RUA DO LIMAO 114;114;230;60011;RIO DE JANEIRO;3304557;JARDIM BANGU;Ec3d09073015084412;21865360;CIEP 386 - GUILHERME DA SILVEIRA FILHO;Ativo;-43,463664;-22,847223;3,30456E+11;Bangu
RUA DO LIMAO 114;109;230;60011;RIO DE JANEIRO;3304557;JARDIM BANGU;Ec3d09073015084412;21865360;CIEP 386 - GUILHERME DA SILVEIRA FILHO;Ativo;-43,463664;-22,847223;3,30456E+11;Bangu
RUA DO LIMAO 114;115;230;60011;RIO DE JANEIRO;3304557;JARDIM BANGU;Ec3d09073015084412;21865360;CIEP 386 - GUILHERME DA SILVEIRA FILHO;Ativo;-43,463664;-22,847223;3,30456E+11;Bangu
RUA DO LIMAO 114;118;230;60011;RIO DE JANEIRO;3304557;JARDIM BANGU;Ec3d09073015084412;21865360;CIEP 386 - GUILHERME DA SILVEIRA FILHO;Ativo;-43,463664;-22,847223;3,30456E+11;Bangu
RUA DO LIMAO 114;120;230;60011;RIO DE JANEIRO;3304557;JARDIM BANGU;Ec3d09073015084412;21865360;CIEP 386 - GUILHERME DA SILVEIRA FILHO;Ativo;-43,463664;-22,847223;3,30456E+11;Bangu
RUA DO LIMAO 114;116;230;60011;RIO DE JANEIRO;3304557;JARDIM BANGU;Ec3d09073015084412;21865360;CIEP 386 - GUILHERME DA SILVEIRA FILHO;Ativo;-43,463664;-22,847223;3,30456E+11;Bangu
RUA DO LIMAO 114;121;230;60011;RIO DE JANEIRO;3304557;JARDIM BANGU;Ec3d09073015084412;21865360;CIEP 386 - GUILHERME DA SILVEIRA FILHO;Ativo;-43,463664;-22,847223;3,30456E+11;Bangu
RUA DO LIMAO 114;113;230;60011;RIO DE JANEIRO;3304557;JARDIM BANGU;Ec3d09073015084412;21865360;CIEP 386 - GUILHERME DA SILVEIRA FILHO;Ativo;-43,463664;-22,847223;3,30456E+11;Bangu
RUA DO LIMAO 114;117;230;60011;RIO DE JANEIRO;3304557;JARDIM BANGU;Ec3d09073015084412;21865360;CIEP 386 - GUILHERME DA SILVEIRA FILHO;Ativo;-43,463664;-22,847223;3,30456E+11;Bangu
AVENIDA BRASIL, 18476;100;175;60011;RIO DE JANEIRO;3304557;IRAJA;88713;21530000;CIEP ADAO PEREIRA NUNES;Ativo;-43,3789875;-22,8459087;3,30456E+11;Guadalupe
AVENIDA BRASIL, 18476;36;175;60011;RIO DE JANEIRO;3304557;IRAJA;88713;21530000;CIEP ADAO PEREIRA NUNES;Ativo;-43,3789875;-22,8459087;3,30456E+11;Guadalupe
AVENIDA BRASIL, 18476;116;175;60011;RIO DE JANEIRO;3304557;IRAJA;88713;21530000;CIEP ADAO PEREIRA NUNES;Ativo;-43,3789875;-22,8459087;3,30456E+11;Guadalupe
AVENIDA BRASIL, 18476;99;175;60011;RIO DE JANEIRO;3304557;IRAJA;88713;21530000;CIEP ADAO PEREIRA NUNES;Ativo;-43,3789875;-22,8459087;3,30456E+11;Guadalupe
AVENIDA BRASIL, 18476;98;175;60011;RIO DE JANEIRO;3304557;IRAJA;88713;21530000;CIEP ADAO PEREIRA NUNES;Ativo;-43,3789875;-22,8459087;3,30456E+11;Guadalupe
AVENIDA BRASIL, 18476;115;175;60011;RIO DE JANEIRO;3304557;IRAJA;88713;21530000;CIEP ADAO PEREIRA NUNES;Ativo;-43,3789875;-22,8459087;3,30456E+11;Guadalupe
AVENIDA BRASIL, 18476;111;175;60011;RIO DE JANEIRO;3304557;IRAJA;88713;21530000;CIEP ADAO PEREIRA NUNES;Ativo;-43,3789875;-22,8459087;3,30456E+11;Guadalupe
AVENIDA BRASIL, 18476;33;175;60011;RIO DE JANEIRO;3304557;IRAJA;88713;21530000;CIEP ADAO PEREIRA NUNES;Ativo;-43,3789875;-22,8459087;3,30456E+11;Guadalupe
AVENIDA BRASIL, 18476;97;175;60011;RIO DE JANEIRO;3304557;IRAJA;88713;21530000;CIEP ADAO PEREIRA NUNES;Ativo;-43,3789875;-22,8459087;3,30456E+11;Guadalupe
AVENIDA BRASIL, 18476;34;175;60011;RIO DE JANEIRO;3304557;IRAJA;88713;21530000;CIEP ADAO PEREIRA NUNES;Ativo;-43,3789875;-22,8459087;3,30456E+11;Guadalupe
AVENIDA BRASIL, 18476;101;175;60011;RIO DE JANEIRO;3304557;IRAJA;88713;21530000;CIEP ADAO PEREIRA NUNES;Ativo;-43,3789875;-22,8459087;3,30456E+11;Guadalupe
AVENIDA BRASIL, 18476;35;175;60011;RIO DE JANEIRO;3304557;IRAJA;88713;21530000;CIEP ADAO PEREIRA NUNES;Ativo;-43,3789875;-22,8459087;3,30456E+11;Guadalupe
RUA CANDIDO BENICIO 2973;101;185;60011;RIO DE JANEIRO;3304557;PRACA SECA;3096982703;22733000;CIEP ADELINO DE PALMA CARLOS;Ativo;-43,3577746;-22,9073663;3,30456E+11;Praca Seca
RUA CANDIDO BENICIO 2973;110;185;60011;RIO DE JANEIRO;3304557;PRACA SECA;3096982703;22733000;CIEP ADELINO DE PALMA CARLOS;Ativo;-43,3577746;-22,9073663;3,30456E+11;Praca Seca
RUA CANDIDO BENICIO 2973;61;185;60011;RIO DE JANEIRO;3304557;PRACA SECA;3096982703;22733000;CIEP ADELINO DE PALMA CARLOS;Ativo;-43,3577746;-22,9073663;3,30456E+11;Praca Seca
RUA CANDIDO BENICIO 2973;63;185;60011;RIO DE JANEIRO;3304557;PRACA SECA;3096982703;22733000;CIEP ADELINO DE PALMA CARLOS;Ativo;-43,3577746;-22,9073663;3,30456E+11;Praca Seca
RUA CANDIDO BENICIO 2973;62;185;60011;RIO DE JANEIRO;3304557;PRACA SECA;3096982703;22733000;CIEP ADELINO DE PALMA CARLOS;Ativo;-43,3577746;-22,9073663;3,30456E+11;Praca Seca
RUA NELSON PIHAY DOURADO, 51;57;246;60011;RIO DE JANEIRO;3304557;SANTA CRUZ;89747;23570430;CIEP ALBERTO PASQUALINE;Ativo;-43,65638;-22,913864;3,30456E+11;Santa Cruz
RUA NELSON PIHAY DOURADO, 51;169;246;60011;RIO DE JANEIRO;3304557;SANTA CRUZ;89747;23570430;CIEP ALBERTO PASQUALINE;Ativo;-43,65638;-22,913864;3,30456E+11;Santa Cruz
RUA NELSON PIHAY DOURADO, 51;107;246;60011;RIO DE JANEIRO;3304557;SANTA CRUZ;89747;23570430;CIEP ALBERTO PASQUALINE;Ativo;-43,65638;-22,913864;3,30456E+11;Santa Cruz
RUA NELSON PIHAY DOURADO, 51;140;246;60011;RIO DE JANEIRO;3304557;SANTA CRUZ;89747;23570430;CIEP ALBERTO PASQUALINE;Ativo;-43,65638;-22,913864;3,30456E+11;Santa Cruz
RUA NELSON PIHAY DOURADO, 51;113;246;60011;RIO DE JANEIRO;3304557;SANTA CRUZ;89747;23570430;CIEP ALBERTO PASQUALINE;Ativo;-43,65638;-22,913864;3,30456E+11;Santa Cruz
RUA NELSON PIHAY DOURADO, 51;129;246;60011;RIO DE JANEIRO;3304557;SANTA CRUZ;89747;23570430;CIEP ALBERTO PASQUALINE;Ativo;-43,65638;-22,913864;3,30456E+11;Santa Cruz
RUA NELSON PIHAY DOURADO, 51;121;246;60011;RIO DE JANEIRO;3304557;SANTA CRUZ;89747;23570430;CIEP ALBERTO PASQUALINE;Ativo;-43,65638;-22,913864;3,30456E+11;Santa Cruz
