ENDERECO_L;SECAO;ZONA;COD_MUNIC_;NM_MUNIC_T;COD_MUNI_1;NM_BAIRRO;COD_LOCALV;NUM_CEP;NM_LOCALVO;SITUACAO;lon;lat;CD_GEOCODB;NM_BAIRR_1
AV. PIRPIRITUBA 285;16;234;60011;RIO DE JANEIRO;3304557;REALENGO;89314;21760240;1_ IGREJA BATISTA EM JARDIM NOVO - REALENGO;Ativo;-43,4207085;-22,8917648;3,30456E+11;Realengo
AV. PIRPIRITUBA 285;13;234;60011;RIO DE JANEIRO;3304557;REALENGO;89314;21760240;1_ IGREJA BATISTA EM JARDIM NOVO - REALENGO;Ativo;-43,4207085;-22,8917648;3,30456E+11;Realengo
AV. PIRPIRITUBA 285;15;234;60011;RIO DE JANEIRO;3304557;REALENGO;89314;21760240;1_ IGREJA BATISTA EM JARDIM NOVO - REALENGO;Ativo;-43,4207085;-22,8917648;3,30456E+11;Realengo
AV. PIRPIRITUBA 285;14;234;60011;RIO DE JANEIRO;3304557;REALENGO;89314;21760240;1_ IGREJA BATISTA EM JARDIM NOVO - REALENGO;Ativo;-43,4207085;-22,8917648;3,30456E+11;Realengo
AV. PIRPIRITUBA 285;12;234;60011;RIO DE JANEIRO;3304557;REALENGO;89314;21760240;1_ IGREJA BATISTA EM JARDIM NOVO - REALENGO;Ativo;-43,4207085;-22,8917648;3,30456E+11;Realengo
R ASSIS CARNEIRO 520;117;10;60011;RIO DE JANEIRO;3304557;PIEDADE;88009;20740380;1A IGREJA BATISTA DA PIEDADE;Ativo;-43,3122242;-22,8943931;3,30456E+11;Piedade
R ASSIS CARNEIRO 520;280;10;60011;RIO DE JANEIRO;3304557;PIEDADE;88009;20740380;1A IGREJA BATISTA DA PIEDADE;Ativo;-43,3122242;-22,8943931;3,30456E+11;Piedade
R ASSIS CARNEIRO 520;118;10;60011;RIO DE JANEIRO;3304557;PIEDADE;88009;20740380;1A IGREJA BATISTA DA PIEDADE;Ativo;-43,3122242;-22,8943931;3,30456E+11;Piedade
R ASSIS CARNEIRO 520;119;10;60011;RIO DE JANEIRO;3304557;PIEDADE;88009;20740380;1A IGREJA BATISTA DA PIEDADE;Ativo;-43,3122242;-22,8943931;3,30456E+11;Piedade
R ASSIS CARNEIRO 520;215;10;60011;RIO DE JANEIRO;3304557;PIEDADE;88009;20740380;1A IGREJA BATISTA DA PIEDADE;Ativo;-43,3122242;-22,8943931;3,30456E+11;Piedade
RUA DESEMBARGADOR IZIDRO 41;191;7;60011;RIO DE JANEIRO;3304557;TIJUCA;2,87E+17;20521160;8_ REGIAO ADMINISTRATIVA;Ativo;-43,2328411;-22,9267811;3,30456E+11;Tijuca
RUA DESEMBARGADOR IZIDRO 41;193;7;60011;RIO DE JANEIRO;3304557;TIJUCA;2,87E+17;20521160;8_ REGIAO ADMINISTRATIVA;Ativo;-43,2328411;-22,9267811;3,30456E+11;Tijuca
RUA DESEMBARGADOR IZIDRO 41;192;7;60011;RIO DE JANEIRO;3304557;TIJUCA;2,87E+17;20521160;8_ REGIAO ADMINISTRATIVA;Ativo;-43,2328411;-22,9267811;3,30456E+11;Tijuca
RUA APIPUCOS 125;486;124;60011;RIO DE JANEIRO;3304557;BANGU;88393;21810160;A CASA DO CURUMIM;Ativo;-43,4542905;-22,8811067;3,30456E+11;Padre Miguel
RUA APIPUCOS 125;485;124;60011;RIO DE JANEIRO;3304557;BANGU;88393;21810160;A CASA DO CURUMIM;Ativo;-43,4542905;-22,8811067;3,30456E+11;Padre Miguel
RUA APIPUCOS 125;490;124;60011;RIO DE JANEIRO;3304557;BANGU;88393;21810160;A CASA DO CURUMIM;Ativo;-43,4542905;-22,8811067;3,30456E+11;Padre Miguel
RUA APIPUCOS 125;511;124;60011;RIO DE JANEIRO;3304557;BANGU;88393;21810160;A CASA DO CURUMIM;Ativo;-43,4542905;-22,8811067;3,30456E+11;Padre Miguel
RUA APIPUCOS 125;487;124;60011;RIO DE JANEIRO;3304557;BANGU;88393;21810160;A CASA DO CURUMIM;Ativo;-43,4542905;-22,8811067;3,30456E+11;Padre Miguel
RUA APIPUCOS 125;505;124;60011;RIO DE JANEIRO;3304557;BANGU;88393;21810160;A CASA DO CURUMIM;Ativo;-43,4542905;-22,8811067;3,30456E+11;Padre Miguel
RUA APIPUCOS 125;489;124;60011;RIO DE JANEIRO;3304557;BANGU;88393;21810160;A CASA DO CURUMIM;Ativo;-43,4542905;-22,8811067;3,30456E+11;Padre Miguel
RUA APIPUCOS 125;488;124;60011;RIO DE JANEIRO;3304557;BANGU;88393;21810160;A CASA DO CURUMIM;Ativo;-43,4542905;-22,8811067;3,30456E+11;Padre Miguel
AV. BORGES DE MEDEIROS 829;101;17;60011;RIO DE JANEIRO;3304557;LEBLON;88165;22470001;AABB;Ativo;-43,2169887;-22,9797095;3,30456E+11;Lagoa
AV. BORGES DE MEDEIROS 829;103;17;60011;RIO DE JANEIRO;3304557;LEBLON;88165;22470001;AABB;Ativo;-43,2169887;-22,9797095;3,30456E+11;Lagoa
AV. BORGES DE MEDEIROS 829;123;17;60011;RIO DE JANEIRO;3304557;LEBLON;88165;22470001;AABB;Ativo;-43,2169887;-22,9797095;3,30456E+11;Lagoa
AV. BORGES DE MEDEIROS 829;100;17;60011;RIO DE JANEIRO;3304557;LEBLON;88165;22470001;AABB;Ativo;-43,2169887;-22,9797095;3,30456E+11;Lagoa
AV. BORGES DE MEDEIROS 829;102;17;60011;RIO DE JANEIRO;3304557;LEBLON;88165;22470001;AABB;Ativo;-43,2169887;-22,9797095;3,30456E+11;Lagoa
AV. BORGES DE MEDEIROS 829;104;17;60011;RIO DE JANEIRO;3304557;LEBLON;88165;22470001;AABB;Ativo;-43,2169887;-22,9797095;3,30456E+11;Lagoa
AV. BORGES DE MEDEIROS 829;122;17;60011;RIO DE JANEIRO;3304557;LEBLON;88165;22470001;AABB;Ativo;-43,2169887;-22,9797095;3,30456E+11;Lagoa
AV. BORGES DE MEDEIROS 829;99;17;60011;RIO DE JANEIRO;3304557;LEBLON;88165;22470001;AABB;Ativo;-43,2169887;-22,9797095;3,30456E+11;Lagoa
AV. BORGES DE MEDEIROS 829;105;17;60011;RIO DE JANEIRO;3304557;LEBLON;88165;22470001;AABB;Ativo;-43,2169887;-22,9797095;3,30456E+11;Lagoa
AV. BORGES DE MEDEIROS 829;98;17;60011;RIO DE JANEIRO;3304557;LEBLON;88165;22470001;AABB;Ativo;-43,2169887;-22,9797095;3,30456E+11;Lagoa
RUA SILVA XAVIER 36;40;208;60011;RIO DE JANEIRO;3304557;ABOLICAO;89005;20751010;ABOLICAO VEICULOS LTDA.;Ativo;-43,3011301;-22,8846996;3,30456E+11;Abolicao
RUA SILVA XAVIER 36;75;208;60011;RIO DE JANEIRO;3304557;ABOLICAO;89005;20751010;ABOLICAO VEICULOS LTDA.;Ativo;-43,3011301;-22,8846996;3,30456E+11;Abolicao
RUA SILVA XAVIER 36;51;208;60011;RIO DE JANEIRO;3304557;ABOLICAO;89005;20751010;ABOLICAO VEICULOS LTDA.;Ativo;-43,3011301;-22,8846996;3,30456E+11;Abolicao
RUA SILVA XAVIER 36;41;208;60011;RIO DE JANEIRO;3304557;ABOLICAO;89005;20751010;ABOLICAO VEICULOS LTDA.;Ativo;-43,3011301;-22,8846996;3,30456E+11;Abolicao
RUA SILVA XAVIER 36;38;208;60011;RIO DE JANEIRO;3304557;ABOLICAO;89005;20751010;ABOLICAO VEICULOS LTDA.;Ativo;-43,3011301;-22,8846996;3,30456E+11;Abolicao
RUA SILVA XAVIER 36;37;208;60011;RIO DE JANEIRO;3304557;ABOLICAO;89005;20751010;ABOLICAO VEICULOS LTDA.;Ativo;-43,3011301;-22,8846996;3,30456E+11;Abolicao
RUA SILVA XAVIER 36;39;208;60011;RIO DE JANEIRO;3304557;ABOLICAO;89005;20751010;ABOLICAO VEICULOS LTDA.;Ativo;-43,3011301;-22,8846996;3,30456E+11;Abolicao
AV. DEMOCRATICOS, 1090;122;169;60011;RIO DE JANEIRO;3304557;HIGIENOPOLIS;88629;21050000;ABRIGO DO CRISTO REDENTOR;Ativo;-43,258033;-22,8730901;3,30456E+11;Bonsucesso
RUA DA LAPA 86;86;163;60011;RIO DE JANEIRO;3304557;LAPA;88535;20021180;ACM - ASSOCIACAO CRISTA DE MOCOS DO RIO DE JANEIRO;Ativo;-43,1782473;-22,915401;3,30456E+11;Centro
RUA DA LAPA 86;87;163;60011;RIO DE JANEIRO;3304557;LAPA;88535;20021180;ACM - ASSOCIACAO CRISTA DE MOCOS DO RIO DE JANEIRO;Ativo;-43,1782473;-22,915401;3,30456E+11;Centro
RUA DA LAPA 86;91;163;60011;RIO DE JANEIRO;3304557;LAPA;88535;20021180;ACM - ASSOCIACAO CRISTA DE MOCOS DO RIO DE JANEIRO;Ativo;-43,1782473;-22,915401;3,30456E+11;Centro
RUA DA LAPA 86;92;163;60011;RIO DE JANEIRO;3304557;LAPA;88535;20021180;ACM - ASSOCIACAO CRISTA DE MOCOS DO RIO DE JANEIRO;Ativo;-43,1782473;-22,915401;3,30456E+11;Centro
RUA DA LAPA 86;89;163;60011;RIO DE JANEIRO;3304557;LAPA;88535;20021180;ACM - ASSOCIACAO CRISTA DE MOCOS DO RIO DE JANEIRO;Ativo;-43,1782473;-22,915401;3,30456E+11;Centro
RUA DA LAPA 86;90;163;60011;RIO DE JANEIRO;3304557;LAPA;88535;20021180;ACM - ASSOCIACAO CRISTA DE MOCOS DO RIO DE JANEIRO;Ativo;-43,1782473;-22,915401;3,30456E+11;Centro
RUA DA LAPA 86;88;163;60011;RIO DE JANEIRO;3304557;LAPA;88535;20021180;ACM - ASSOCIACAO CRISTA DE MOCOS DO RIO DE JANEIRO;Ativo;-43,1782473;-22,915401;3,30456E+11;Centro
AV. RODRIGUES ALVES 81;20;1;60011;RIO DE JANEIRO;3304557;CENTRO;87833;20081250;ALFANDEGA DA RECEITA FEDERAL NO PORTO DO RJ;Ativo;-43,184018;-22,895502;3,30456E+11;Saude
AV. RODRIGUES ALVES 81;63;1;60011;RIO DE JANEIRO;3304557;CENTRO;87833;20081250;ALFANDEGA DA RECEITA FEDERAL NO PORTO DO RJ;Ativo;-43,184018;-22,895502;3,30456E+11;Saude
AV. RODRIGUES ALVES 81;19;1;60011;RIO DE JANEIRO;3304557;CENTRO;87833;20081250;ALFANDEGA DA RECEITA FEDERAL NO PORTO DO RJ;Ativo;-43,184018;-22,895502;3,30456E+11;Saude
AV. RODRIGUES ALVES 81;65;1;60011;RIO DE JANEIRO;3304557;CENTRO;87833;20081250;ALFANDEGA DA RECEITA FEDERAL NO PORTO DO RJ;Ativo;-43,184018;-22,895502;3,30456E+11;Saude
AV. RODRIGUES ALVES 81;67;1;60011;RIO DE JANEIRO;3304557;CENTRO;87833;20081250;ALFANDEGA DA RECEITA FEDERAL NO PORTO DO RJ;Ativo;-43,184018;-22,895502;3,30456E+11;Saude
AV. RODRIGUES ALVES 81;64;1;60011;RIO DE JANEIRO;3304557;CENTRO;87833;20081250;ALFANDEGA DA RECEITA FEDERAL NO PORTO DO RJ;Ativo;-43,184018;-22,895502;3,30456E+11;Saude
AV. RODRIGUES ALVES 81;18;1;60011;RIO DE JANEIRO;3304557;CENTRO;87833;20081250;ALFANDEGA DA RECEITA FEDERAL NO PORTO DO RJ;Ativo;-43,184018;-22,895502;3,30456E+11;Saude
AV. RODRIGUES ALVES 81;62;1;60011;RIO DE JANEIRO;3304557;CENTRO;87833;20081250;ALFANDEGA DA RECEITA FEDERAL NO PORTO DO RJ;Ativo;-43,184018;-22,895502;3,30456E+11;Saude
AV. RODRIGUES ALVES 81;21;1;60011;RIO DE JANEIRO;3304557;CENTRO;87833;20081250;ALFANDEGA DA RECEITA FEDERAL NO PORTO DO RJ;Ativo;-43,184018;-22,895502;3,30456E+11;Saude
AV. RODRIGUES ALVES 81;66;1;60011;RIO DE JANEIRO;3304557;CENTRO;87833;20081250;ALFANDEGA DA RECEITA FEDERAL NO PORTO DO RJ;Ativo;-43,184018;-22,895502;3,30456E+11;Saude
RUA CAMPOS SALES 118;2;6;60011;RIO DE JANEIRO;3304557;TIJUCA;87926;20270211;AMERICA FOOTBALL CLUB;Ativo;-43,2177963;-22,9165691;3,30456E+11;Tijuca
RUA CAMPOS SALES 118;1;6;60011;RIO DE JANEIRO;3304557;TIJUCA;87926;20270211;AMERICA FOOTBALL CLUB;Ativo;-43,2177963;-22,9165691;3,30456E+11;Tijuca
RUA CAMPOS SALES 118;267;6;60011;RIO DE JANEIRO;3304557;TIJUCA;87926;20270211;AMERICA FOOTBALL CLUB;Ativo;-43,2177963;-22,9165691;3,30456E+11;Tijuca
RUA CAMPOS SALES 118;238;6;60011;RIO DE JANEIRO;3304557;TIJUCA;87926;20270211;AMERICA FOOTBALL CLUB;Ativo;-43,2177963;-22,9165691;3,30456E+11;Tijuca
RUA CAMPOS SALES 118;3;6;60011;RIO DE JANEIRO;3304557;TIJUCA;87926;20270211;AMERICA FOOTBALL CLUB;Ativo;-43,2177963;-22,9165691;3,30456E+11;Tijuca
RUA BARAO DE MESQUITA 872;116;170;60011;RIO DE JANEIRO;3304557;ANDARAI;88654;20540004;ASBAC - ASSOCIACAO DOS SERVIDORES DO BANCO CENTRAL;Ativo;-43,2541997;-22,9241746;3,30456E+11;Grajau
RUA BARAO DE MESQUITA 872;210;170;60011;RIO DE JANEIRO;3304557;ANDARAI;88654;20540004;ASBAC - ASSOCIACAO DOS SERVIDORES DO BANCO CENTRAL;Ativo;-43,2541997;-22,9241746;3,30456E+11;Grajau
RUA BARAO DE MESQUITA 872;118;170;60011;RIO DE JANEIRO;3304557;ANDARAI;88654;20540004;ASBAC - ASSOCIACAO DOS SERVIDORES DO BANCO CENTRAL;Ativo;-43,2541997;-22,9241746;3,30456E+11;Grajau
RUA BARAO DE MESQUITA 872;213;170;60011;RIO DE JANEIRO;3304557;ANDARAI;88654;20540004;ASBAC - ASSOCIACAO DOS SERVIDORES DO BANCO CENTRAL;Ativo;-43,2541997;-22,9241746;3,30456E+11;Grajau
RUA BARAO DE MESQUITA 872;117;170;60011;RIO DE JANEIRO;3304557;ANDARAI;88654;20540004;ASBAC - ASSOCIACAO DOS SERVIDORES DO BANCO CENTRAL;Ativo;-43,2541997;-22,9241746;3,30456E+11;Grajau
AV. SUBURBANA 8484;394;14;60011;RIO DE JANEIRO;3304557;PIEDADE;88095;20751003;ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM;Ativo;-43,3089835;-22,8857045;3,30456E+11;Piedade
AV. SUBURBANA 8484;316;14;60011;RIO DE JANEIRO;3304557;PIEDADE;88095;20751003;ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM;Ativo;-43,3089835;-22,8857045;3,30456E+11;Piedade
AV. SUBURBANA 8484;393;14;60011;RIO DE JANEIRO;3304557;PIEDADE;88095;20751003;ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM;Ativo;-43,3089835;-22,8857045;3,30456E+11;Piedade
AV. SUBURBANA 8484;325;14;60011;RIO DE JANEIRO;3304557;PIEDADE;88095;20751003;ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM;Ativo;-43,3089835;-22,8857045;3,30456E+11;Piedade
AV. SUBURBANA 8484;395;14;60011;RIO DE JANEIRO;3304557;PIEDADE;88095;20751003;ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM;Ativo;-43,3089835;-22,8857045;3,30456E+11;Piedade
AV. SUBURBANA 8484;389;14;60011;RIO DE JANEIRO;3304557;PIEDADE;88095;20751003;ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM;Ativo;-43,3089835;-22,8857045;3,30456E+11;Piedade
AV. SUBURBANA 8484;390;14;60011;RIO DE JANEIRO;3304557;PIEDADE;88095;20751003;ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM;Ativo;-43,3089835;-22,8857045;3,30456E+11;Piedade
AV. SUBURBANA 8484;315;14;60011;RIO DE JANEIRO;3304557;PIEDADE;88095;20751003;ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM;Ativo;-43,3089835;-22,8857045;3,30456E+11;Piedade
AV. SUBURBANA 8484;317;14;60011;RIO DE JANEIRO;3304557;PIEDADE;88095;20751003;ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM;Ativo;-43,3089835;-22,8857045;3,30456E+11;Piedade
AV. SUBURBANA 8484;399;14;60011;RIO DE JANEIRO;3304557;PIEDADE;88095;20751003;ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM;Desativado;-43,3089835;-22,8857045;3,30456E+11;Piedade
AV. SUBURBANA 8484;392;14;60011;RIO DE JANEIRO;3304557;PIEDADE;88095;20751003;ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM;Ativo;-43,3089835;-22,8857045;3,30456E+11;Piedade
AV. SUBURBANA 8484;391;14;60011;RIO DE JANEIRO;3304557;PIEDADE;88095;20751003;ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM;Ativo;-43,3089835;-22,8857045;3,30456E+11;Piedade
RUA MIGUEL ANGELO 658;187;8;60011;RIO DE JANEIRO;3304557;MARIA DA GRACA;87978;20785221;ASSEMBLEIA DE DEUS DO CACHAMBI;Ativo;-43,2681236;-22,8910999;3,30456E+11;Cachambi
RUA MIGUEL ANGELO 658;382;8;60011;RIO DE JANEIRO;3304557;MARIA DA GRACA;87978;20785221;ASSEMBLEIA DE DEUS DO CACHAMBI;Ativo;-43,2681236;-22,8910999;3,30456E+11;Cachambi
RUA HADDOCK LOBO 227;6;6;60011;RIO DE JANEIRO;3304557;TIJUCA;87927;20260131;ASSOCIACAO ATLETICA BANCO DO BRASIL;Ativo;-43,213713;-22,9194365;3,30456E+11;Tijuca
RUA HADDOCK LOBO 227;5;6;60011;RIO DE JANEIRO;3304557;TIJUCA;87927;20260131;ASSOCIACAO ATLETICA BANCO DO BRASIL;Ativo;-43,213713;-22,9194365;3,30456E+11;Tijuca
RUA HADDOCK LOBO 227;209;6;60011;RIO DE JANEIRO;3304557;TIJUCA;87927;20260131;ASSOCIACAO ATLETICA BANCO DO BRASIL;Ativo;-43,213713;-22,9194365;3,30456E+11;Tijuca
RUA HADDOCK LOBO 227;4;6;60011;RIO DE JANEIRO;3304557;TIJUCA;87927;20260131;ASSOCIACAO ATLETICA BANCO DO BRASIL;Ativo;-43,213713;-22,9194365;3,30456E+11;Tijuca
RUA BARAO DE MESQUITA 149;157;170;60011;RIO DE JANEIRO;3304557;TIJUCA;88658;20540000;ASSOCIACAO ATLETICA DA TIJUCA;Ativo;-43,2310908;-22,9200668;3,30456E+11;Tijuca
RUA BARAO DE MESQUITA 149;159;170;60011;RIO DE JANEIRO;3304557;TIJUCA;88658;20540000;ASSOCIACAO ATLETICA DA TIJUCA;Ativo;-43,2310908;-22,9200668;3,30456E+11;Tijuca
RUA BARAO DE MESQUITA 149;158;170;60011;RIO DE JANEIRO;3304557;TIJUCA;88658;20540000;ASSOCIACAO ATLETICA DA TIJUCA;Ativo;-43,2310908;-22,9200668;3,30456E+11;Tijuca
RUA BARAO DE MESQUITA 149;160;170;60011;RIO DE JANEIRO;3304557;TIJUCA;88658;20540000;ASSOCIACAO ATLETICA DA TIJUCA;Ativo;-43,2310908;-22,9200668;3,30456E+11;Tijuca
RUA BARAO DE MESQUITA 149;154;170;60011;RIO DE JANEIRO;3304557;TIJUCA;88658;20540000;ASSOCIACAO ATLETICA DA TIJUCA;Ativo;-43,2310908;-22,9200668;3,30456E+11;Tijuca
RUA BARAO DE MESQUITA 149;155;170;60011;RIO DE JANEIRO;3304557;TIJUCA;88658;20540000;ASSOCIACAO ATLETICA DA TIJUCA;Ativo;-43,2310908;-22,9200668;3,30456E+11;Tijuca
RUA BARAO DE MESQUITA 149;161;170;60011;RIO DE JANEIRO;3304557;TIJUCA;88658;20540000;ASSOCIACAO ATLETICA DA TIJUCA;Ativo;-43,2310908;-22,9200668;3,30456E+11;Tijuca
RUA BARAO DE MESQUITA 149;156;170;60011;RIO DE JANEIRO;3304557;TIJUCA;88658;20540000;ASSOCIACAO ATLETICA DA TIJUCA;Ativo;-43,2310908;-22,9200668;3,30456E+11;Tijuca
RUA BARAO DO BOM RETIRO 1954;78;173;60011;RIO DE JANEIRO;3304557;GRAJAU;88665;20540340;ASSOCIACAO ATLETICA LIGHT;Ativo;-43,2621497;-22,9174497;3,30456E+11;Vila Isabel
RUA BARAO DO BOM RETIRO 1954;79;173;60011;RIO DE JANEIRO;3304557;GRAJAU;88665;20540340;ASSOCIACAO ATLETICA LIGHT;Ativo;-43,2621497;-22,9174497;3,30456E+11;Vila Isabel
RUA BARAO DO BOM RETIRO 1954;77;173;60011;RIO DE JANEIRO;3304557;GRAJAU;88665;20540340;ASSOCIACAO ATLETICA LIGHT;Ativo;-43,2621497;-22,9174497;3,30456E+11;Vila Isabel
RUA BARAO DO BOM RETIRO 1954;80;173;60011;RIO DE JANEIRO;3304557;GRAJAU;88665;20540340;ASSOCIACAO ATLETICA LIGHT;Ativo;-43,2621497;-22,9174497;3,30456E+11;Vila Isabel
AV. VINTE E OITO DE SETEMBRO, 160;164;19;60011;RIO DE JANEIRO;3304557;VILA ISABEL;88166;20551031;ASSOCIACAO ATLETICA VILA ISABEL;Ativo;-43,2414964;-22,9147509;3,30456E+11;Vila Isabel
AV. VINTE E OITO DE SETEMBRO, 160;162;19;60011;RIO DE JANEIRO;3304557;VILA ISABEL;88166;20551031;ASSOCIACAO ATLETICA VILA ISABEL;Ativo;-43,2414964;-22,9147509;3,30456E+11;Vila Isabel
AV. VINTE E OITO DE SETEMBRO, 160;163;19;60011;RIO DE JANEIRO;3304557;VILA ISABEL;88166;20551031;ASSOCIACAO ATLETICA VILA ISABEL;Ativo;-43,2414964;-22,9147509;3,30456E+11;Vila Isabel
AV. VINTE E OITO DE SETEMBRO, 160;165;19;60011;RIO DE JANEIRO;3304557;VILA ISABEL;88166;20551031;ASSOCIACAO ATLETICA VILA ISABEL;Ativo;-43,2414964;-22,9147509;3,30456E+11;Vila Isabel
AV. VINTE E OITO DE SETEMBRO, 160;166;19;60011;RIO DE JANEIRO;3304557;VILA ISABEL;88166;20551031;ASSOCIACAO ATLETICA VILA ISABEL;Ativo;-43,2414964;-22,9147509;3,30456E+11;Vila Isabel
AV. VINTE E OITO DE SETEMBRO, 160;167;19;60011;RIO DE JANEIRO;3304557;VILA ISABEL;88166;20551031;ASSOCIACAO ATLETICA VILA ISABEL;Ativo;-43,2414964;-22,9147509;3,30456E+11;Vila Isabel
RUA VENCESLAU 315;330;20;60011;RIO DE JANEIRO;3304557;MEIER;88200;20735160;ASSOCIACAO CARIOCA DE ENSINO SUPERIOR - UNICARIOCA;Ativo;-43,2854983;-22,9025695;3,30456E+11;Meier
RUA VENCESLAU 315;183;20;60011;RIO DE JANEIRO;3304557;MEIER;88200;20735160;ASSOCIACAO CARIOCA DE ENSINO SUPERIOR - UNICARIOCA;Ativo;-43,2854983;-22,9025695;3,30456E+11;Meier
RUA VENCESLAU 315;180;20;60011;RIO DE JANEIRO;3304557;MEIER;88200;20735160;ASSOCIACAO CARIOCA DE ENSINO SUPERIOR - UNICARIOCA;Ativo;-43,2854983;-22,9025695;3,30456E+11;Meier
RUA VENCESLAU 315;334;20;60011;RIO DE JANEIRO;3304557;MEIER;88200;20735160;ASSOCIACAO CARIOCA DE ENSINO SUPERIOR - UNICARIOCA;Ativo;-43,2854983;-22,9025695;3,30456E+11;Meier
RUA VENCESLAU 315;181;20;60011;RIO DE JANEIRO;3304557;MEIER;88200;20735160;ASSOCIACAO CARIOCA DE ENSINO SUPERIOR - UNICARIOCA;Ativo;-43,2854983;-22,9025695;3,30456E+11;Meier
RUA VENCESLAU 315;182;20;60011;RIO DE JANEIRO;3304557;MEIER;88200;20735160;ASSOCIACAO CARIOCA DE ENSINO SUPERIOR - UNICARIOCA;Ativo;-43,2854983;-22,9025695;3,30456E+11;Meier
RUA VENCESLAU 315;338;20;60011;RIO DE JANEIRO;3304557;MEIER;88200;20735160;ASSOCIACAO CARIOCA DE ENSINO SUPERIOR - UNICARIOCA;Ativo;-43,2854983;-22,9025695;3,30456E+11;Meier
RUA PARANAPANEMA 975;167;121;60011;RIO DE JANEIRO;3304557;OLARIA;88348;21073180;ASSOCIACAO COMUNITARIA OLARIENSE;Ativo;-43,2729281;-22,8489826;3,30456E+11;Olaria
RUA PARANAPANEMA 975;168;121;60011;RIO DE JANEIRO;3304557;OLARIA;88348;21073180;ASSOCIACAO COMUNITARIA OLARIENSE;Ativo;-43,2729281;-22,8489826;3,30456E+11;Olaria
RUA PARANAPANEMA 975;164;121;60011;RIO DE JANEIRO;3304557;OLARIA;88348;21073180;ASSOCIACAO COMUNITARIA OLARIENSE;Ativo;-43,2729281;-22,8489826;3,30456E+11;Olaria
RUA PARANAPANEMA 975;165;121;60011;RIO DE JANEIRO;3304557;OLARIA;88348;21073180;ASSOCIACAO COMUNITARIA OLARIENSE;Ativo;-43,2729281;-22,8489826;3,30456E+11;Olaria
RUA PARANAPANEMA 975;166;121;60011;RIO DE JANEIRO;3304557;OLARIA;88348;21073180;ASSOCIACAO COMUNITARIA OLARIENSE;Ativo;-43,2729281;-22,8489826;3,30456E+11;Olaria
RUA MALDONADO 55;229;117;60011;RIO DE JANEIRO;3304557;RIBEIRA;88300;21930130;ASSOCIACAO CRISTA DE MOCOS (ACM);Ativo;-43,172034;-22,825091;3,30456E+11;Ribeira
RUA MALDONADO 55;254;117;60011;RIO DE JANEIRO;3304557;RIBEIRA;88300;21930130;ASSOCIACAO CRISTA DE MOCOS (ACM);Ativo;-43,172034;-22,825091;3,30456E+11;Ribeira
RUA MALDONADO 55;177;117;60011;RIO DE JANEIRO;3304557;RIBEIRA;88300;21930130;ASSOCIACAO CRISTA DE MOCOS (ACM);Ativo;-43,172034;-22,825091;3,30456E+11;Ribeira
RUA MALDONADO 55;233;117;60011;RIO DE JANEIRO;3304557;RIBEIRA;88300;21930130;ASSOCIACAO CRISTA DE MOCOS (ACM);Ativo;-43,172034;-22,825091;3,30456E+11;Ribeira
RUA MALDONADO 55;228;117;60011;RIO DE JANEIRO;3304557;RIBEIRA;88300;21930130;ASSOCIACAO CRISTA DE MOCOS (ACM);Ativo;-43,172034;-22,825091;3,30456E+11;Ribeira
RUA MALDONADO 55;231;117;60011;RIO DE JANEIRO;3304557;RIBEIRA;88300;21930130;ASSOCIACAO CRISTA DE MOCOS (ACM);Ativo;-43,172034;-22,825091;3,30456E+11;Ribeira
RUA MALDONADO 55;178;117;60011;RIO DE JANEIRO;3304557;RIBEIRA;88300;21930130;ASSOCIACAO CRISTA DE MOCOS (ACM);Ativo;-43,172034;-22,825091;3,30456E+11;Ribeira
RUA MALDONADO 55;232;117;60011;RIO DE JANEIRO;3304557;RIBEIRA;88300;21930130;ASSOCIACAO CRISTA DE MOCOS (ACM);Ativo;-43,172034;-22,825091;3,30456E+11;Ribeira
RUA MALDONADO 55;179;117;60011;RIO DE JANEIRO;3304557;RIBEIRA;88300;21930130;ASSOCIACAO CRISTA DE MOCOS (ACM);Ativo;-43,172034;-22,825091;3,30456E+11;Ribeira
RUA MALDONADO 55;276;117;60011;RIO DE JANEIRO;3304557;RIBEIRA;88300;21930130;ASSOCIACAO CRISTA DE MOCOS (ACM);Ativo;-43,172034;-22,825091;3,30456E+11;Ribeira
RUA MALDONADO 55;230;117;60011;RIO DE JANEIRO;3304557;RIBEIRA;88300;21930130;ASSOCIACAO CRISTA DE MOCOS (ACM);Ativo;-43,172034;-22,825091;3,30456E+11;Ribeira
