ENDERECO_L;COD_MUNIC_;NUM_ZONA;NUM_SECAO;COD_LOCALV;NM_BAIRRO;NR_LOCAL_V;NM_LOCALVO;COD_MUNI_1;NM_MUNIC_I;NUM_CEP;lon;lat;CD_GEOCODB;NM_BAIRR_1
RUA BARAO DE COROMANDEL   , 426;41238;36;91;13267;BARREIRO;1180;ESCOLA ESTADUAL MARGARIDA BROCHADO;3106200;BELO HORIZONTE;30640060;-44,0170958;-19,975023;3,1062E+11;Barreiro
RUA BARAO DE COROMANDEL   , 426;41238;36;69;13267;BARREIRO;1180;ESCOLA ESTADUAL MARGARIDA BROCHADO;3106200;BELO HORIZONTE;30640060;-44,0170958;-19,975023;3,1062E+11;Barreiro
RUA BARAO DE COROMANDEL   , 426;41238;36;58;13267;BARREIRO;1180;ESCOLA ESTADUAL MARGARIDA BROCHADO;3106200;BELO HORIZONTE;30640060;-44,0170958;-19,975023;3,1062E+11;Barreiro
RUA BARAO DE MACAUBAS   ,449;41238;34;105;13339;SANTO ANTONIO;1422;ESCOLA ESTADUAL LEOPOLDO DE MIRANDA;3106200;BELO HORIZONTE;30380000;-43,9476852;-19,9392756;3,1062E+11;Santo Antonio
RUA BARAO DE MACAUBAS   ,449;41238;34;124;13339;SANTO ANTONIO;1422;ESCOLA ESTADUAL LEOPOLDO DE MIRANDA;3106200;BELO HORIZONTE;30380000;-43,9476852;-19,9392756;3,1062E+11;Santo Antonio
RUA BARAO DE MACAUBAS   ,449;41238;34;107;13339;SANTO ANTONIO;1422;ESCOLA ESTADUAL LEOPOLDO DE MIRANDA;3106200;BELO HORIZONTE;30380000;-43,9476852;-19,9392756;3,1062E+11;Santo Antonio
RUA BARAO DE MACAUBAS   ,449;41238;34;106;13339;SANTO ANTONIO;1422;ESCOLA ESTADUAL LEOPOLDO DE MIRANDA;3106200;BELO HORIZONTE;30380000;-43,9476852;-19,9392756;3,1062E+11;Santo Antonio
RUA BARAO DE MACAUBAS   ,449;41238;34;108;13339;SANTO ANTONIO;1422;ESCOLA ESTADUAL LEOPOLDO DE MIRANDA;3106200;BELO HORIZONTE;30380000;-43,9476852;-19,9392756;3,1062E+11;Santo Antonio
RUA BARAO DE MACAUBAS   ,449;41238;34;123;13339;SANTO ANTONIO;1422;ESCOLA ESTADUAL LEOPOLDO DE MIRANDA;3106200;BELO HORIZONTE;30380000;-43,9476852;-19,9392756;3,1062E+11;Santo Antonio
RUA BARAO DE MACAUBAS   ,449;41238;34;122;13339;SANTO ANTONIO;1422;ESCOLA ESTADUAL LEOPOLDO DE MIRANDA;3106200;BELO HORIZONTE;30380000;-43,9476852;-19,9392756;3,1062E+11;Santo Antonio
RUA BARAO DE MACAUBAS   ,449;41238;34;121;13339;SANTO ANTONIO;1422;ESCOLA ESTADUAL LEOPOLDO DE MIRANDA;3106200;BELO HORIZONTE;30380000;-43,9476852;-19,9392756;3,1062E+11;Santo Antonio
RUA BARAO DE MONTE ALTO , 300;41238;333;110;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARAO DE MONTE ALTO , 300;41238;333;116;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARAO DE MONTE ALTO , 300;41238;333;114;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARAO DE MONTE ALTO , 300;41238;333;115;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARAO DE MONTE ALTO , 300;41238;333;120;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARAO DE MONTE ALTO , 300;41238;333;122;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARAO DE MONTE ALTO , 300;41238;333;123;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARAO DE MONTE ALTO , 300;41238;333;124;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARAO DE MONTE ALTO , 300;41238;333;112;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARAO DE MONTE ALTO , 300;41238;333;113;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARAO DE MONTE ALTO , 300;41238;333;118;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARAO DE MONTE ALTO , 300;41238;333;109;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARAO DE MONTE ALTO , 300;41238;333;117;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARAO DE MONTE ALTO , 300;41238;333;111;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARAO DE MONTE ALTO , 300;41238;333;121;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARAO DE MONTE ALTO , 300;41238;333;119;13256;CARDOSO - BARREIRO DE CIMA;1090;ESCOLA MUNICIPAL ANA ALVES TEIXEIRA;3106200;BELO HORIZONTE;30626480;-44,006551;-19,9990779;3,1062E+11;Cardoso
RUA BARRINHA,171;41238;32;261;13407;LIBERDADE;1040;ESCOLA MUNICIPAL AURELIO PIRES;3106200;BELO HORIZONTE;31270070;-43,9524005;-19,8648686;3,1062E+11;Indaia
RUA BARRINHA,171;41238;32;155;13407;LIBERDADE;1040;ESCOLA MUNICIPAL AURELIO PIRES;3106200;BELO HORIZONTE;31270070;-43,9524005;-19,8648686;3,1062E+11;Indaia
RUA BARRINHA,171;41238;32;263;13407;LIBERDADE;1040;ESCOLA MUNICIPAL AURELIO PIRES;3106200;BELO HORIZONTE;31270070;-43,9524005;-19,8648686;3,1062E+11;Indaia
RUA BARRINHA,171;41238;32;177;13407;LIBERDADE;1040;ESCOLA MUNICIPAL AURELIO PIRES;3106200;BELO HORIZONTE;31270070;-43,9524005;-19,8648686;3,1062E+11;Indaia
RUA BARRINHA,171;41238;32;304;13407;LIBERDADE;1040;ESCOLA MUNICIPAL AURELIO PIRES;3106200;BELO HORIZONTE;31270070;-43,9524005;-19,8648686;3,1062E+11;Indaia
RUA BELO ORIENTE  ,845;41238;331;116;13172;PROVIDENCIA;1112;ESCOLA ESTADUAL CELMAR BOTELHO DUARTE;3106200;BELO HORIZONTE;31814100;-43,9243975;-19,8565665;3,1062E+11;Providencia
RUA BELO ORIENTE  ,845;41238;331;119;13172;PROVIDENCIA;1112;ESCOLA ESTADUAL CELMAR BOTELHO DUARTE;3106200;BELO HORIZONTE;31814100;-43,9243975;-19,8565665;3,1062E+11;Providencia
RUA BELO ORIENTE  ,845;41238;331;115;13172;PROVIDENCIA;1112;ESCOLA ESTADUAL CELMAR BOTELHO DUARTE;3106200;BELO HORIZONTE;31814100;-43,9243975;-19,8565665;3,1062E+11;Providencia
RUA BELO ORIENTE  ,845;41238;331;113;13172;PROVIDENCIA;1112;ESCOLA ESTADUAL CELMAR BOTELHO DUARTE;3106200;BELO HORIZONTE;31814100;-43,9243975;-19,8565665;3,1062E+11;Providencia
RUA BELO ORIENTE  ,845;41238;331;114;13172;PROVIDENCIA;1112;ESCOLA ESTADUAL CELMAR BOTELHO DUARTE;3106200;BELO HORIZONTE;31814100;-43,9243975;-19,8565665;3,1062E+11;Providencia
RUA BELO ORIENTE  ,845;41238;331;117;13172;PROVIDENCIA;1112;ESCOLA ESTADUAL CELMAR BOTELHO DUARTE;3106200;BELO HORIZONTE;31814100;-43,9243975;-19,8565665;3,1062E+11;Providencia
RUA BELO ORIENTE  ,845;41238;331;118;13172;PROVIDENCIA;1112;ESCOLA ESTADUAL CELMAR BOTELHO DUARTE;3106200;BELO HORIZONTE;31814100;-43,9243975;-19,8565665;3,1062E+11;Providencia
RUA BELO ORIENTE  ,845;41238;331;112;13172;PROVIDENCIA;1112;ESCOLA ESTADUAL CELMAR BOTELHO DUARTE;3106200;BELO HORIZONTE;31814100;-43,9243975;-19,8565665;3,1062E+11;Providencia
RUA BENEDITINOS, 180;41238;39;446;22429919205;HELIOPOLIS;1597;ESCOLA MUNICIPAL  JOSE MARIA DOS MARES GUIA;3106200;BELO HORIZONTE;31740350;-43,9415882;-19,8428094;3,1062E+11;Heliopolis
RUA BENEDITINOS, 180;41238;39;482;22429919205;HELIOPOLIS;1597;ESCOLA MUNICIPAL  JOSE MARIA DOS MARES GUIA;3106200;BELO HORIZONTE;31740350;-43,9415882;-19,8428094;3,1062E+11;Heliopolis
RUA BENEDITINOS, 180;41238;39;507;22429919205;HELIOPOLIS;1597;ESCOLA MUNICIPAL  JOSE MARIA DOS MARES GUIA;3106200;BELO HORIZONTE;31740350;-43,9415882;-19,8428094;3,1062E+11;Heliopolis
RUA BENEDITO NEVES, 45;41238;331;189;E39b07100216570288;NAZARE;1210;ESCOLA MUNICIPAL PROF_ MARIA MAZARELLO;3106200;BELO HORIZONTE;31990160;-43,8924064;-19,8536408;3,1062E+11;Nazare
RUA BENEDITO NEVES, 45;41238;331;188;E39b07100216570288;NAZARE;1210;ESCOLA MUNICIPAL PROF_ MARIA MAZARELLO;3106200;BELO HORIZONTE;31990160;-43,8924064;-19,8536408;3,1062E+11;Nazare
RUA BENIGNO FAGUNDES DA SILVA , S/N;41238;38;289;13206;SERRA VERDE (VENDA NOVA);1236;ESCOLA MUNICIPAL JOSE MARIA ALKIMIN;3106200;BELO HORIZONTE;31630070;-43,9544378;-19,7972394;3,1062E+11;Serra Verde
RUA BENIGNO FAGUNDES DA SILVA , S/N;41238;38;326;13206;SERRA VERDE (VENDA NOVA);1236;ESCOLA MUNICIPAL JOSE MARIA ALKIMIN;3106200;BELO HORIZONTE;31630070;-43,9544378;-19,7972394;3,1062E+11;Serra Verde
RUA BENIGNO FAGUNDES DA SILVA , S/N;41238;38;254;13206;SERRA VERDE (VENDA NOVA);1236;ESCOLA MUNICIPAL JOSE MARIA ALKIMIN;3106200;BELO HORIZONTE;31630070;-43,9544378;-19,7972394;3,1062E+11;Serra Verde
RUA BENIGNO FAGUNDES DA SILVA , S/N;41238;38;154;13206;SERRA VERDE (VENDA NOVA);1236;ESCOLA MUNICIPAL JOSE MARIA ALKIMIN;3106200;BELO HORIZONTE;31630070;-43,9544378;-19,7972394;3,1062E+11;Serra Verde
RUA BENIGNO FAGUNDES DA SILVA , S/N;41238;38;412;13206;SERRA VERDE (VENDA NOVA);1236;ESCOLA MUNICIPAL JOSE MARIA ALKIMIN;3106200;BELO HORIZONTE;31630070;-43,9544378;-19,7972394;3,1062E+11;Serra Verde
RUA BENIGNO FAGUNDES DA SILVA , S/N;41238;38;381;13206;SERRA VERDE (VENDA NOVA);1236;ESCOLA MUNICIPAL JOSE MARIA ALKIMIN;3106200;BELO HORIZONTE;31630070;-43,9544378;-19,7972394;3,1062E+11;Serra Verde
RUA BENIGNO FAGUNDES DA SILVA , S/N;41238;38;158;13206;SERRA VERDE (VENDA NOVA);1236;ESCOLA MUNICIPAL JOSE MARIA ALKIMIN;3106200;BELO HORIZONTE;31630070;-43,9544378;-19,7972394;3,1062E+11;Serra Verde
RUA BENIGNO FAGUNDES DA SILVA , S/N;41238;38;157;13206;SERRA VERDE (VENDA NOVA);1236;ESCOLA MUNICIPAL JOSE MARIA ALKIMIN;3106200;BELO HORIZONTE;31630070;-43,9544378;-19,7972394;3,1062E+11;Serra Verde
