DS_ENDEREC;CD_LOCALID;NM_LOCALID;NR_ZONA;NR_SECAO;NM_BAIRRO_;NR_LOCAL_V;NM_LOCAL_V;CD_CEP_LOC;lon;lat;CD_GEOCODB;NM_BAIRRO
RUA BREJO NOVO 153;60011;RIO DE JANEIRO;162;31;CORDOVIL;1066;ACAO COMUNITARIA DO BRASIL;21010210;-43,293263;-22,81924;3,30456E+11;Cordovil
RUA BREJO NOVO 153;60011;RIO DE JANEIRO;162;32;CORDOVIL;1066;ACAO COMUNITARIA DO BRASIL;21010210;-43,293263;-22,81924;3,30456E+11;Cordovil
RUA BREJO NOVO 153;60011;RIO DE JANEIRO;162;30;CORDOVIL;1066;ACAO COMUNITARIA DO BRASIL;21010210;-43,293263;-22,81924;3,30456E+11;Cordovil
RUA BREJO NOVO 153;60011;RIO DE JANEIRO;162;28;CORDOVIL;1066;ACAO COMUNITARIA DO BRASIL;21010210;-43,293263;-22,81924;3,30456E+11;Cordovil
RUA BREJO NOVO 153;60011;RIO DE JANEIRO;162;29;CORDOVIL;1066;ACAO COMUNITARIA DO BRASIL;21010210;-43,293263;-22,81924;3,30456E+11;Cordovil
AV. SARGENTO DE MILICIAS S/N - XXV RA;60011;RIO DE JANEIRO;167;82;PAVUNA;1171;AGENCIA DO TRABALHO DA PAVUNA;21525470;-43,362848;-22,805118;3,30456E+11;Pavuna
AV. SARGENTO DE MILICIAS S/N - XXV RA;60011;RIO DE JANEIRO;167;130;PAVUNA;1171;AGENCIA DO TRABALHO DA PAVUNA;21525470;-43,362848;-22,805118;3,30456E+11;Pavuna
AV. SARGENTO DE MILICIAS S/N - XXV RA;60011;RIO DE JANEIRO;167;83;PAVUNA;1171;AGENCIA DO TRABALHO DA PAVUNA;21525470;-43,362848;-22,805118;3,30456E+11;Pavuna
AV. SARGENTO DE MILICIAS S/N - XXV RA;60011;RIO DE JANEIRO;167;81;PAVUNA;1171;AGENCIA DO TRABALHO DA PAVUNA;21525470;-43,362848;-22,805118;3,30456E+11;Pavuna
AUTO ESTRADA LAGOA BARRA 15-A;60011;RIO DE JANEIRO;211;181;S?O CONRADO;1295;CIEP AYRTON SENNA;22610170;-43,250807;-22,9928653;3,30456E+11;Sao Conrado
AUTO ESTRADA LAGOA BARRA 15-A;60011;RIO DE JANEIRO;211;182;S?O CONRADO;1295;CIEP AYRTON SENNA;22610170;-43,250807;-22,9928653;3,30456E+11;Sao Conrado
AUTO ESTRADA LAGOA BARRA 15-A;60011;RIO DE JANEIRO;211;187;S?O CONRADO;1295;CIEP AYRTON SENNA;22610170;-43,250807;-22,9928653;3,30456E+11;Sao Conrado
AUTO ESTRADA LAGOA BARRA 15-A;60011;RIO DE JANEIRO;211;189;S?O CONRADO;1295;CIEP AYRTON SENNA;22610170;-43,250807;-22,9928653;3,30456E+11;Sao Conrado
AUTO ESTRADA LAGOA BARRA 15-A;60011;RIO DE JANEIRO;211;190;S?O CONRADO;1295;CIEP AYRTON SENNA;22610170;-43,250807;-22,9928653;3,30456E+11;Sao Conrado
AUTO ESTRADA LAGOA BARRA 15-A;60011;RIO DE JANEIRO;211;191;S?O CONRADO;1295;CIEP AYRTON SENNA;22610170;-43,250807;-22,9928653;3,30456E+11;Sao Conrado
AUTO ESTRADA LAGOA BARRA 15-A;60011;RIO DE JANEIRO;211;184;S?O CONRADO;1295;CIEP AYRTON SENNA;22610170;-43,250807;-22,9928653;3,30456E+11;Sao Conrado
AUTO ESTRADA LAGOA BARRA 15-A;60011;RIO DE JANEIRO;211;193;S?O CONRADO;1295;CIEP AYRTON SENNA;22610170;-43,250807;-22,9928653;3,30456E+11;Sao Conrado
AUTO ESTRADA LAGOA BARRA 15-A;60011;RIO DE JANEIRO;211;180;S?O CONRADO;1295;CIEP AYRTON SENNA;22610170;-43,250807;-22,9928653;3,30456E+11;Sao Conrado
AUTO ESTRADA LAGOA BARRA 15-A;60011;RIO DE JANEIRO;211;186;S?O CONRADO;1295;CIEP AYRTON SENNA;22610170;-43,250807;-22,9928653;3,30456E+11;Sao Conrado
AUTO ESTRADA LAGOA BARRA 15-A;60011;RIO DE JANEIRO;211;183;S?O CONRADO;1295;CIEP AYRTON SENNA;22610170;-43,250807;-22,9928653;3,30456E+11;Sao Conrado
AUTO ESTRADA LAGOA BARRA 15-A;60011;RIO DE JANEIRO;211;188;S?O CONRADO;1295;CIEP AYRTON SENNA;22610170;-43,250807;-22,9928653;3,30456E+11;Sao Conrado
AUTO ESTRADA LAGOA BARRA 15-A;60011;RIO DE JANEIRO;211;185;S?O CONRADO;1295;CIEP AYRTON SENNA;22610170;-43,250807;-22,9928653;3,30456E+11;Sao Conrado
AUTO ESTRADA LAGOA BARRA 15-A;60011;RIO DE JANEIRO;211;192;S?O CONRADO;1295;CIEP AYRTON SENNA;22610170;-43,250807;-22,9928653;3,30456E+11;Sao Conrado
AV ANDRE VESALIO, 262;60011;RIO DE JANEIRO;244;69;CAMPO GRANDE;1112;COL?GIO DIMITRI MARQUES;23080430;-43,5671791;-22,89974;3,30456E+11;Campo Grande
AV ANDRE VESALIO, 262;60011;RIO DE JANEIRO;244;70;CAMPO GRANDE;1112;COL?GIO DIMITRI MARQUES;23080430;-43,5671791;-22,89974;3,30456E+11;Campo Grande
AV ANDRE VESALIO, 262;60011;RIO DE JANEIRO;244;71;CAMPO GRANDE;1112;COL?GIO DIMITRI MARQUES;23080430;-43,5671791;-22,89974;3,30456E+11;Campo Grande
AV ANDRE VESALIO, 262;60011;RIO DE JANEIRO;244;72;CAMPO GRANDE;1112;COL?GIO DIMITRI MARQUES;23080430;-43,5671791;-22,89974;3,30456E+11;Campo Grande
AV ANDRE VESALIO, 262;60011;RIO DE JANEIRO;244;73;CAMPO GRANDE;1112;COL?GIO DIMITRI MARQUES;23080430;-43,5671791;-22,89974;3,30456E+11;Campo Grande
AV ANDRE VESALIO, 262;60011;RIO DE JANEIRO;244;74;CAMPO GRANDE;1112;COL?GIO DIMITRI MARQUES;23080430;-43,5671791;-22,89974;3,30456E+11;Campo Grande
AV AUTOMOVEL CLUBE 4676;60011;RIO DE JANEIRO;21;477;TOM?S COELHO;2070;ESCOLA MUNICIPAL MARIA MAZZETTI;21220300;-43,3048964;-22,8621507;3,30456E+11;Tomas Coelho
AV AUTOMOVEL CLUBE 4676;60011;RIO DE JANEIRO;21;445;TOM?S COELHO;2070;ESCOLA MUNICIPAL MARIA MAZZETTI;21220300;-43,3048964;-22,8621507;3,30456E+11;Tomas Coelho
AV AUTOMOVEL CLUBE 4676;60011;RIO DE JANEIRO;21;469;TOM?S COELHO;2070;ESCOLA MUNICIPAL MARIA MAZZETTI;21220300;-43,3048964;-22,8621507;3,30456E+11;Tomas Coelho
AV NOSSA SENHORA DE COPACABANA 264;60011;RIO DE JANEIRO;5;47;COPACABANA;1228;BANCO DO BRASIL S/A;22020000;-43,1785224;-22,9660706;3,30456E+11;Copacabana
AV NOSSA SENHORA DE COPACABANA 264;60011;RIO DE JANEIRO;5;46;COPACABANA;1228;BANCO DO BRASIL S/A;22020000;-43,1785224;-22,9660706;3,30456E+11;Copacabana
AV DOM HELDER CAMARA 5799;60011;RIO DE JANEIRO;216;41;DEL CASTILHO;1074;CAIXA ECON?MICA FEDERAL S/A;20771001;-43,2873409;-22,8871066;3,30456E+11;Engenho de Dentro
AV DOM HELDER CAMARA 5799;60011;RIO DE JANEIRO;216;44;DEL CASTILHO;1074;CAIXA ECON?MICA FEDERAL S/A;20771001;-43,2873409;-22,8871066;3,30456E+11;Engenho de Dentro
AV DOM HELDER CAMARA 5799;60011;RIO DE JANEIRO;216;45;DEL CASTILHO;1074;CAIXA ECON?MICA FEDERAL S/A;20771001;-43,2873409;-22,8871066;3,30456E+11;Engenho de Dentro
AV DOM HELDER CAMARA 5799;60011;RIO DE JANEIRO;216;42;DEL CASTILHO;1074;CAIXA ECON?MICA FEDERAL S/A;20771001;-43,2873409;-22,8871066;3,30456E+11;Engenho de Dentro
AV DOM HELDER CAMARA 5799;60011;RIO DE JANEIRO;216;39;DEL CASTILHO;1074;CAIXA ECON?MICA FEDERAL S/A;20771001;-43,2873409;-22,8871066;3,30456E+11;Engenho de Dentro
AV DOM HELDER CAMARA 5799;60011;RIO DE JANEIRO;216;101;DEL CASTILHO;1074;CAIXA ECON?MICA FEDERAL S/A;20771001;-43,2873409;-22,8871066;3,30456E+11;Engenho de Dentro
AV DOM HELDER CAMARA 5799;60011;RIO DE JANEIRO;216;40;DEL CASTILHO;1074;CAIXA ECON?MICA FEDERAL S/A;20771001;-43,2873409;-22,8871066;3,30456E+11;Engenho de Dentro
AV DOM HELDER CAMARA 5799;60011;RIO DE JANEIRO;216;43;DEL CASTILHO;1074;CAIXA ECON?MICA FEDERAL S/A;20771001;-43,2873409;-22,8871066;3,30456E+11;Engenho de Dentro
AV DOM HELDER CAMARA 5799;60011;RIO DE JANEIRO;216;92;DEL CASTILHO;1074;CAIXA ECON?MICA FEDERAL S/A;20771001;-43,2873409;-22,8871066;3,30456E+11;Engenho de Dentro
AV DOM HELDER CAMARA 5799;60011;RIO DE JANEIRO;216;38;DEL CASTILHO;1074;CAIXA ECON?MICA FEDERAL S/A;20771001;-43,2873409;-22,8871066;3,30456E+11;Engenho de Dentro
AV DOM HELDER CAMARA 5799;60011;RIO DE JANEIRO;216;100;DEL CASTILHO;1074;CAIXA ECON?MICA FEDERAL S/A;20771001;-43,2873409;-22,8871066;3,30456E+11;Engenho de Dentro
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;152;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;153;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;154;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;155;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;156;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;157;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;158;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;159;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;160;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;161;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;162;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;163;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;164;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;165;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;166;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;167;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;168;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;1022;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;875;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;221;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;859;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;927;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;219;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;220;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GEMINIANO GOIS 331;60011;RIO DE JANEIRO;13;218;FREGUESIA JPA;1210;SANTA MONICA CENTRO EDUCACIONAL;22743670;-43,3357609;-22,9363303;3,30456E+11;Freguesia (Jacarepagua)
AV GENARO DE CARVALHO, 1379;60011;RIO DE JANEIRO;9;292;RECREIO;1228;COLEGIO RECANTO;22795077;-43,4583924;-23,0165264;3,30456E+11;Recreio dos Bandeirantes
AV GENARO DE CARVALHO, 1379;60011;RIO DE JANEIRO;9;296;RECREIO;1228;COLEGIO RECANTO;22795077;-43,4583924;-23,0165264;3,30456E+11;Recreio dos Bandeirantes
AV GENARO DE CARVALHO, 1379;60011;RIO DE JANEIRO;9;293;RECREIO;1228;COLEGIO RECANTO;22795077;-43,4583924;-23,0165264;3,30456E+11;Recreio dos Bandeirantes
AV GENARO DE CARVALHO, 1379;60011;RIO DE JANEIRO;9;286;RECREIO;1228;COLEGIO RECANTO;22795077;-43,4583924;-23,0165264;3,30456E+11;Recreio dos Bandeirantes
AV GENARO DE CARVALHO, 1379;60011;RIO DE JANEIRO;9;287;RECREIO;1228;COLEGIO RECANTO;22795077;-43,4583924;-23,0165264;3,30456E+11;Recreio dos Bandeirantes
AV GENARO DE CARVALHO, 1379;60011;RIO DE JANEIRO;9;284;RECREIO;1228;COLEGIO RECANTO;22795077;-43,4583924;-23,0165264;3,30456E+11;Recreio dos Bandeirantes
AV GENARO DE CARVALHO, 1379;60011;RIO DE JANEIRO;9;306;RECREIO;1228;COLEGIO RECANTO;22795077;-43,4583924;-23,0165264;3,30456E+11;Recreio dos Bandeirantes
AV GENARO DE CARVALHO, 1379;60011;RIO DE JANEIRO;9;291;RECREIO;1228;COLEGIO RECANTO;22795077;-43,4583924;-23,0165264;3,30456E+11;Recreio dos Bandeirantes
AV GENARO DE CARVALHO, 1379;60011;RIO DE JANEIRO;9;305;RECREIO;1228;COLEGIO RECANTO;22795077;-43,4583924;-23,0165264;3,30456E+11;Recreio dos Bandeirantes
AV GILKA MACHADO, 1529;60011;RIO DE JANEIRO;9;299;RECREIO;1244;COL?GIO NOSSA SENHORA DA RESSUREI??O;22790570;-43,4793659;-23,0178819;3,30456E+11;Recreio dos Bandeirantes
AV GILKA MACHADO, 1529;60011;RIO DE JANEIRO;9;303;RECREIO;1244;COL?GIO NOSSA SENHORA DA RESSUREI??O;22790570;-43,4793659;-23,0178819;3,30456E+11;Recreio dos Bandeirantes
AV GILKA MACHADO, 1529;60011;RIO DE JANEIRO;9;302;RECREIO;1244;COL?GIO NOSSA SENHORA DA RESSUREI??O;22790570;-43,4793659;-23,0178819;3,30456E+11;Recreio dos Bandeirantes
AV MARACANA 572;60011;RIO DE JANEIRO;170;163;TIJUCA;1279;COL?GIO WAKIGAWA;20511001;-43,2309216;-22,9170741;3,30456E+11;Maracan0
AV MARACANA 572;60011;RIO DE JANEIRO;170;162;TIJUCA;1279;COL?GIO WAKIGAWA;20511001;-43,2309216;-22,9170741;3,30456E+11;Maracan0
AV MARACANA 572;60011;RIO DE JANEIRO;170;165;TIJUCA;1279;COL?GIO WAKIGAWA;20511001;-43,2309216;-22,9170741;3,30456E+11;Maracan0
AV MARACANA 572;60011;RIO DE JANEIRO;170;164;TIJUCA;1279;COL?GIO WAKIGAWA;20511001;-43,2309216;-22,9170741;3,30456E+11;Maracan0
AV N. S. COPACABANA 619-SL;60011;RIO DE JANEIRO;206;48;COPACABANA;1333;CULTURA INGLESA;22050000;-43,1858281;-22,9698163;3,30456E+11;Copacabana
AV N. S. COPACABANA 619-SL;60011;RIO DE JANEIRO;206;49;COPACABANA;1333;CULTURA INGLESA;22050000;-43,1858281;-22,9698163;3,30456E+11;Copacabana
AV N. S. COPACABANA 619-SL;60011;RIO DE JANEIRO;206;47;COPACABANA;1333;CULTURA INGLESA;22050000;-43,1858281;-22,9698163;3,30456E+11;Copacabana
AV NOSSA SENHORA DE COPACABANA 264;60011;RIO DE JANEIRO;5;45;COPACABANA;1228;BANCO DO BRASIL S/A;22020000;-43,1785224;-22,9660706;3,30456E+11;Copacabana
BOULEVARD VINTE E OITO DE SETEMBRO 306;60011;RIO DE JANEIRO;19;338;VILA ISABEL;1678;BANCO DO BRASIL S/A;20551031;-43,246312;-22,915749;3,30456E+11;Vila Isabel
AV N. S. COPACABANA, 647;60011;RIO DE JANEIRO;206;40;COPACABANA;1198;FINASA;22040000;-43,1862459;-22,9708117;3,30456E+11;Copacabana
AV N. S. COPACABANA, 647;60011;RIO DE JANEIRO;206;41;COPACABANA;1198;FINASA;22040000;-43,1862459;-22,9708117;3,30456E+11;Copacabana
AV N. S. COPACABANA, 647;60011;RIO DE JANEIRO;206;39;COPACABANA;1198;FINASA;22040000;-43,1862459;-22,9708117;3,30456E+11;Copacabana
AV N. S. COPACABANA, 647;60011;RIO DE JANEIRO;206;42;COPACABANA;1198;FINASA;22040000;-43,1862459;-22,9708117;3,30456E+11;Copacabana
AV NIEMEYER S/N;60011;RIO DE JANEIRO;211;224;VIDIGAL;1368;ESCOLA MUNICIPAL PREFEITO DJALMA MARANH?O;22451220;-43,23962;-22,997815;3,30456E+11;Vidigal
AV NIEMEYER S/N;60011;RIO DE JANEIRO;211;244;VIDIGAL;1368;ESCOLA MUNICIPAL PREFEITO DJALMA MARANH?O;22451220;-43,23962;-22,997815;3,30456E+11;Vidigal
AV NIEMEYER S/N;60011;RIO DE JANEIRO;211;230;VIDIGAL;1368;ESCOLA MUNICIPAL PREFEITO DJALMA MARANH?O;22451220;-43,23962;-22,997815;3,30456E+11;Vidigal
AV NIEMEYER S/N;60011;RIO DE JANEIRO;211;235;VIDIGAL;1368;ESCOLA MUNICIPAL PREFEITO DJALMA MARANH?O;22451220;-43,23962;-22,997815;3,30456E+11;Vidigal
AV P. GUILHERME DECAMINADA S/N;60011;RIO DE JANEIRO;125;137;SANTA CRUZ;1163;ESCOLA MUNICIPAL JOAQUIM DA SILVA GOMES;20000000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV P. GUILHERME DECAMINADA S/N;60011;RIO DE JANEIRO;125;164;SANTA CRUZ;1163;ESCOLA MUNICIPAL JOAQUIM DA SILVA GOMES;20000000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV P. GUILHERME DECAMINADA S/N;60011;RIO DE JANEIRO;125;134;SANTA CRUZ;1163;ESCOLA MUNICIPAL JOAQUIM DA SILVA GOMES;20000000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV P. GUILHERME DECAMINADA S/N;60011;RIO DE JANEIRO;125;135;SANTA CRUZ;1163;ESCOLA MUNICIPAL JOAQUIM DA SILVA GOMES;20000000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV P. GUILHERME DECAMINADA S/N;60011;RIO DE JANEIRO;125;136;SANTA CRUZ;1163;ESCOLA MUNICIPAL JOAQUIM DA SILVA GOMES;20000000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV P. GUILHERME DECAMINADA S/N;60011;RIO DE JANEIRO;125;146;SANTA CRUZ;1163;ESCOLA MUNICIPAL JOAQUIM DA SILVA GOMES;20000000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV P. GUILHERME DECAMINADA S/N;60011;RIO DE JANEIRO;125;133;SANTA CRUZ;1163;ESCOLA MUNICIPAL JOAQUIM DA SILVA GOMES;20000000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV P. GUILHERME DECAMINADA S/N;60011;RIO DE JANEIRO;125;179;SANTA CRUZ;1163;ESCOLA MUNICIPAL JOAQUIM DA SILVA GOMES;20000000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV PADRE GUILHERME DECAMINADA, S/N_;60011;RIO DE JANEIRO;125;49;SANTA CRUZ;1074;ESCOLA MUNICIPAL PROF. DIONE DE FREITAS FELISBERTO DE CARVALHO;23575000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV PADRE GUILHERME DECAMINADA, S/N_;60011;RIO DE JANEIRO;125;53;SANTA CRUZ;1074;ESCOLA MUNICIPAL PROF. DIONE DE FREITAS FELISBERTO DE CARVALHO;23575000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV PADRE GUILHERME DECAMINADA, S/N_;60011;RIO DE JANEIRO;125;54;SANTA CRUZ;1074;ESCOLA MUNICIPAL PROF. DIONE DE FREITAS FELISBERTO DE CARVALHO;23575000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV PADRE GUILHERME DECAMINADA, S/N_;60011;RIO DE JANEIRO;125;55;SANTA CRUZ;1074;ESCOLA MUNICIPAL PROF. DIONE DE FREITAS FELISBERTO DE CARVALHO;23575000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV PADRE GUILHERME DECAMINADA, S/N_;60011;RIO DE JANEIRO;125;50;SANTA CRUZ;1074;ESCOLA MUNICIPAL PROF. DIONE DE FREITAS FELISBERTO DE CARVALHO;23575000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV PADRE GUILHERME DECAMINADA, S/N_;60011;RIO DE JANEIRO;125;52;SANTA CRUZ;1074;ESCOLA MUNICIPAL PROF. DIONE DE FREITAS FELISBERTO DE CARVALHO;23575000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV PADRE GUILHERME DECAMINADA, S/N_;60011;RIO DE JANEIRO;125;56;SANTA CRUZ;1074;ESCOLA MUNICIPAL PROF. DIONE DE FREITAS FELISBERTO DE CARVALHO;23575000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV PADRE GUILHERME DECAMINADA, S/N_;60011;RIO DE JANEIRO;125;51;SANTA CRUZ;1074;ESCOLA MUNICIPAL PROF. DIONE DE FREITAS FELISBERTO DE CARVALHO;23575000;-43,6788339;-22,8986145;3,30456E+11;Santa Cruz
AV SANTA CRUZ 1655;60011;RIO DE JANEIRO;233;72;REALENGO;1090;COLEGIO DE APLICACAO DR. PAULO GISSONI;21710250;-43,4390817;-22,8780562;3,30456E+11;Realengo
AV SANTA CRUZ 1655;60011;RIO DE JANEIRO;233;64;REALENGO;1090;COLEGIO DE APLICACAO DR. PAULO GISSONI;21710250;-43,4390817;-22,8780562;3,30456E+11;Realengo
AV SANTA CRUZ 1655;60011;RIO DE JANEIRO;233;65;REALENGO;1090;COLEGIO DE APLICACAO DR. PAULO GISSONI;21710250;-43,4390817;-22,8780562;3,30456E+11;Realengo
AV SANTA CRUZ 1655;60011;RIO DE JANEIRO;233;67;REALENGO;1090;COLEGIO DE APLICACAO DR. PAULO GISSONI;21710250;-43,4390817;-22,8780562;3,30456E+11;Realengo
AV SANTA CRUZ 1655;60011;RIO DE JANEIRO;233;68;REALENGO;1090;COLEGIO DE APLICACAO DR. PAULO GISSONI;21710250;-43,4390817;-22,8780562;3,30456E+11;Realengo
AV SANTA CRUZ 1655;60011;RIO DE JANEIRO;233;69;REALENGO;1090;COLEGIO DE APLICACAO DR. PAULO GISSONI;21710250;-43,4390817;-22,8780562;3,30456E+11;Realengo
AV SANTA CRUZ 1655;60011;RIO DE JANEIRO;233;62;REALENGO;1090;COLEGIO DE APLICACAO DR. PAULO GISSONI;21710250;-43,4390817;-22,8780562;3,30456E+11;Realengo
AV SANTA CRUZ 1655;60011;RIO DE JANEIRO;233;71;REALENGO;1090;COLEGIO DE APLICACAO DR. PAULO GISSONI;21710250;-43,4390817;-22,8780562;3,30456E+11;Realengo
AV SANTA CRUZ 1655;60011;RIO DE JANEIRO;233;85;REALENGO;1090;COLEGIO DE APLICACAO DR. PAULO GISSONI;21710250;-43,4390817;-22,8780562;3,30456E+11;Realengo
AV SANTA CRUZ 1655;60011;RIO DE JANEIRO;233;73;REALENGO;1090;COLEGIO DE APLICACAO DR. PAULO GISSONI;21710250;-43,4390817;-22,8780562;3,30456E+11;Realengo
AV SANTA CRUZ 1655;60011;RIO DE JANEIRO;233;70;REALENGO;1090;COLEGIO DE APLICACAO DR. PAULO GISSONI;21710250;-43,4390817;-22,8780562;3,30456E+11;Realengo
AV SANTA CRUZ 1655;60011;RIO DE JANEIRO;233;88;REALENGO;1090;COLEGIO DE APLICACAO DR. PAULO GISSONI;21710250;-43,4390817;-22,8780562;3,30456E+11;Realengo
AV SANTA CRUZ 1655;60011;RIO DE JANEIRO;233;63;REALENGO;1090;COLEGIO DE APLICACAO DR. PAULO GISSONI;21710250;-43,4390817;-22,8780562;3,30456E+11;Realengo
AV SANTA CRUZ 1655;60011;RIO DE JANEIRO;233;66;REALENGO;1090;COLEGIO DE APLICACAO DR. PAULO GISSONI;21710250;-43,4390817;-22,8780562;3,30456E+11;Realengo
AV SANTA CRUZ 1655;60011;RIO DE JANEIRO;233;80;REALENGO;1090;COLEGIO DE APLICACAO DR. PAULO GISSONI;21710250;-43,4390817;-22,8780562;3,30456E+11;Realengo
